synset_id,definition,eng,spa,jpn,fra,por,ita,pol,cmn,ind
13873502,ellipse in which the two axes are of equal length; a plane curve generated by one point moving at a constant distance from a fixed point,"[""circle""]","[""circunferencia"", ""círculo""]","[""サークル"", ""丸型"", ""丸形"", ""円"", ""円型""]","[""cercle"", ""rond""]","[""círculo""]","[""cerchio"", ""circolo""]","[""koło""]","[""椭圆形""]","[""bulatan"", ""lilitan""]"
13887509,the space between two lines or planes that intersect; the inclination of one line to another; measured in degrees or radians,"[""angle""]","[""ángulo""]","[""アングル"", ""一角"", ""角""]","[""angle""]","[""Ângulos"", ""ângulo""]","[""angolo""]","[""kąt""]","[""角""]","[""sudut""]"
13899404,an object with a spherical shape,"[""ball"", ""globe"", ""orb""]","[""bola""]","[""円球"", ""玉"", ""球"", ""球体""]","[""Terre"", ""bal"", ""globe"", ""orbe""]","[""bola"", ""esfera"", ""orbe""]","[""globo"", ""palla""]","[""kula"", ""kulka""]","[""球"", ""球体"", ""球状物""]","[""bola"", ""bundar""]"
13901585,a shape that is spherical and small,"[""drop"", ""bead"", ""pearl""]","[""gota"", ""perla""]","[""滴"", ""玉"", ""珠"", ""真珠状"", ""粒""]","[""perle""]","[""gota"", ""pérola""]","[""goccia"", ""gocciola""]","[""kropelka"", ""kropla""]","[""小滴"", ""液滴"", ""滴"", ""珠""]","[""manik-manik"", ""mutiara"", ""titik""]"
13905792,a slight depression in the smoothness of a surface,"[""wrinkle"", ""furrow"", ""crease"", ""crinkle"", ""seam""]","[""arruga""]","[""皺"", ""皺襞"", ""褶襞""]","[""ligne"", ""ride"", ""rider"", ""sillon""]","[""ruga"", ""sulco""]","[""acciaccatura"", ""grinza"", ""ruga"", ""solco""]","[""zmarszczka""]","[""皱"", ""皱纹"", ""皱褶""]","[""garis"", ""kedut"", ""kedutan"", ""kelim"", ""kerepot""]"
13911872,a very small circular shape,"[""point"", ""dot""]","[""punto""]","[""ちょぼ"", ""ぽち"", ""チョボ"", ""ドット"", ""点""]","[""point""]","[""ponto""]","[""punto""]","[""kropka"", ""punkt""]","[""圆点"", ""点""]","[""bintik"", ""noktah"", ""titik""]"
13920835,a state at a particular time,"[""condition"", ""status""]","[""circunstancias"", ""condición"", ""situación""]","[""ありさま"", ""コンディション"", ""事様"", ""具合"", ""具合い""]","[""condition"", ""situation"", ""statut"", ""état""]","[""Estado"", ""condição"", ""estado"", ""situação""]","[""condizione"", ""stato""]","[""status""]","[""形势"", ""情况"", ""情势"", ""状况"", ""状态""]","[""keadaan"", ""kedudukan"", ""kondisi"", ""status""]"
13931145,the state of being friends (or friendly),"[""friendship"", ""friendly_relationship""]","[""amistad""]","[""フレンドシップ"", ""交宜"", ""交誼"", ""修交"", ""修好""]","[""amitié""]","[""amizade""]","[""amicizia""]","[""przyjaźń""]","[""友情"", ""友爱"", ""友谊""]","[""perkawanan"", ""persahabatan""]"
13955461,the state of being actual or real,"[""reality"", ""realness"", ""realism""]","[""realidad"", ""realismo""]","[""アクチュアリティ"", ""リアリティ"", ""リアリティー"", ""レアリテ"", ""レアリテー""]","[""réalisme"", ""réalité""]","[""Realidade"", ""realidade"", ""realismo"", ""verdade""]","[""realtà""]","[""autentyczność"", ""autentyka"", ""autentyzm"", ""faktyczność"", ""prawdziwość""]","[""现实"", ""真实性""]","[""benar"", ""hakikat"", ""kenyataan"", ""realisme"", ""realitas""]"
13957601,the state of being present; current existence,"[""presence""]","[""presencia""]","[""存在""]","[""présence""]","[""presença""]","[""presenza""]","[""bytność"", ""obecność"", ""pobyt""]","[""出席"", ""存在""]","[""ada"", ""keberadaan"", ""kehadiran"", ""kemunculan""]"
13961399,the course of existence of an individual; the actions and events that occur in living,"[""life""]","[""existencia"", ""vida""]","[""一生"", ""人生"", ""生涯""]","[""existence"", ""vie""]","[""existência"", ""vida""]","[""esistenza"", ""vita""]","[""życie""]","[""生活""]","[""hidup"", ""kehidupan"", ""kewujudan"", ""nyawa""]"
13963970,the state of being a married couple voluntarily joined for life (or until divorce),"[""marriage"", ""matrimony"", ""union"", ""spousal_relationship"", ""wedlock""]","[""matrimonio"", ""unión""]","[""婚姻状態""]","[""mariage"", ""union""]","[""casal"", ""casamento"", ""conúbio"", ""matrimónio"", ""matrimônio""]","[""connubio"", ""matrimonio"", ""unione_matrimoniale""]","[""małżeństwo"", ""węzeł_małżeński"", ""związek_małżeński""]","[""婚姻"", ""婚姻生活"", ""已婚状态"", ""结婚"", ""结婚生活""]","[""gabungan"", ""kesatuan"", ""nikah"", ""pergabungan"", ""perjodohan""]"
13968308,the state of being unemployed or not having a job,"[""unemployment""]","[""paro""]","[""失業""]","[""chômage""]","[""desemprego""]","[""disoccupazione""]","[""bezrobocie"", ""bezrobotność""]","[""失业"", ""失业状态""]","[""penganggur"", ""pengangguran"", ""tunakarya""]"
13970236,the state prevailing during the absence of war,"[""peace""]","[""paz""]","[""ピース"", ""和平"", ""太平"", ""平和"", ""泰平""]","[""paix""]","[""paz""]","[""pace""]","[""pokój""]","[""和平""]","[""damai"", ""keamanan"", ""kedamaian"", ""keredaan"", ""keselamatan""]"
13971065,harmony of people's opinions or actions or characters,"[""agreement"", ""accord""]","[""acuerdo"", ""armonía""]","[""一致"", ""合致"", ""契合"", ""投合""]","[""accord"", ""concordance"", ""entente""]","[""acordo"", ""consenso""]","[""accordo"", ""affiatamento"", ""armonia""]","[""consensus"", ""jednota"", ""konsens"", ""konsensus"", ""zgoda""]","[""一致"", ""协调"", ""和谐"", ""意见的一致""]","[""harmoni"", ""kecocokan"", ""kesepakatan"", ""kesesuaian"", ""perjanjian""]"
13980845,a state of opposition between persons or ideas or interests,"[""conflict""]","[""conflicto"", ""enfrentamiento""]","[""争い"", ""揉め事"", ""揉事"", ""摩擦"", ""物争""]","[""conflit""]","[""conflito"", ""confronto"", ""recontro""]","[""collisione"", ""contrasto""]","[""konflikt""]","[""冲突"", ""对立"", ""抵触""]","[""berselisih"", ""konflik"", ""perselisihan"", ""persengketaan"", ""pertentangan""]"
13983515,absence of light or illumination,"[""dark"", ""darkness""]","[""oscuridad""]","[""晦冥"", ""晦冥さ"", ""暗いこと"", ""暗がり"", ""暗さ""]","[""obscurité""]","[""escuridão"", ""trevas""]","[""buio"", ""cupezza"", ""oscurità"", ""oscuro"", ""turbo""]","[""ciemnia"", ""ciemnica"", ""ciemno"", ""ciemność"", ""ciemń""]","[""夜色"", ""暗"", ""阴暗"", ""黑暗""]","[""gelap"", ""kegelapan""]"
13984944,shade within clear boundaries,"[""shadow""]","[""sombra""]","[""シャドウ"", ""シャドー"", ""影"", ""影ぼうし"", ""影法師""]","[""ombre""]","[""sombra""]","[""ombra""]","[""chłód"", ""cień""]","[""影子"", ""阴影"", ""阴暗区""]","[""bayang"", ""bayang-bayang"", ""bayangan""]"
13991823,the condition of being free; the power to act or speak or think without externally imposed restraints,"[""freedom""]","[""libertad""]","[""フリー"", ""フリーダム"", ""リバティー"", ""自由""]","[""liberté""]","[""liberdade"", ""liberdades_civis""]","[""libertà""]","[""nieskrępowanie"", ""niezależność"", ""swoboda"", ""wolność""]","[""自在"", ""自由""]","[""kebebasan"", ""kemerdekaan""]"
13992514,immunity from arbitrary exercise of authority: political independence,"[""autonomy"", ""liberty""]","[""autonomía""]","[""自主"", ""自律"", ""自治"", ""自由"", ""自立""]","[""autonomie"", ""liberté""]","[""autonomia"", ""liberalismo""]","[""autonomia"", ""libertà""]","[""samorząd""]","[""独立"", ""自治""]","[""kebebasan"", ""kemerdekaan"", ""otonomi""]"
14024882,a natural and periodic state of rest during which consciousness of the world is suspended,"[""sleep"", ""slumber""]","[""sueño""]","[""お休み"", ""ねね"", ""ねんねこ"", ""スリープ"", ""就眠""]","[""sommeil""]","[""sono""]","[""sonno""]","[""sen"", ""spoczynek""]","[""睡眠"", ""睡觉"", ""蛰伏""]","[""bobok"", ""tertidur"", ""tidur""]"
14061805,impairment of normal physiological function affecting part or all of an organism,"[""illness"", ""unwellness"", ""malady"", ""sickness""]","[""afección"", ""enfermedad"", ""patología""]","[""もの病み"", ""二豎"", ""患"", ""患い"", ""所労""]","[""maladie""]","[""doença"", ""enfermidade"", ""enjoo"", ""nausea""]","[""malattia"", ""male""]","[""choroba"", ""dolegliwość"", ""niedomaganie"", ""niedomoga"", ""niedyspozycja""]","[""生病"", ""疾病""]","[""kecacatan"", ""penyakit"", ""sakit""]"
14235200,an abnormal new mass of tissue that serves no purpose,"[""tumor"", ""tumour"", ""neoplasm""]","[""tumor""]","[""新生物"", ""腫瘍""]","[""néoplasme"", ""tubercule"", ""tumeur""]","[""neoplasia"", ""tumor"", ""tumores""]","[""cancro"", ""carcinoma"", ""neoformazione"", ""neoplasia"", ""neoplasma""]","[""guz"", ""tumor""]","[""瘤"", ""瘤子"", ""肿疡"", ""肿瘤""]","[""neoplasma"", ""sel_tumor"", ""tumor""]"
14239918,any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,"[""cancer"", ""malignant_neoplastic_disease""]","[""cáncer""]","[""がん"", ""キャンサー"", ""癌"", ""癌腫""]","[""cancer""]","[""Câncro"", ""cancro"", ""câncer""]","[""cancro"", ""carcinoma"", ""tumore_maligno""]","[""guz_złośliwy"", ""nowotwór_złośliwy""]","[""恶性肿瘤"", ""癌症""]","[""barah"", ""kanker"", ""kanser""]"
14285662,any physical damage to the body caused by violence or accident or fracture etc.,"[""injury"", ""hurt"", ""harm"", ""trauma""]","[""contusión"", ""daño"", ""herida"", ""lesión"", ""trauma""]","[""傷害"", ""傷痍"", ""外傷"", ""怪我"", ""手きず""]","[""blessure"", ""mal"", ""traumatisme""]","[""dano"", ""ferimentos"", ""inchaço"", ""lesão"", ""mal""]","[""danno"", ""ferita"", ""lesione"", ""male"", ""trauma""]","[""trauma"", ""traumatyzm"", ""uraz""]","[""伤害"", ""伤痛"", ""创伤"", ""刺痛"", ""外伤""]","[""cedera"", ""kecederaan"", ""kecelakaan"", ""luka"", ""sakit""]"
14298815,an injury to living tissue (especially an injury involving a cut or break in the skin),"[""wound"", ""lesion""]","[""herida"", ""lesión""]","[""きず口"", ""傷"", ""傷ぐち"", ""傷創"", ""傷口""]","[""blessure"", ""lésion"", ""plaie""]","[""Ferida"", ""ferida"", ""ferimento"", ""ferimentos"", ""lesão""]","[""ferita""]","[""ranka"", ""skaleczenie""]","[""伤口"", ""伤害"", ""损伤"", ""损害""]","[""kecederaan"", ""luka""]"
14299637,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,"[""symptom""]","[""síntoma""]","[""症候"", ""症状""]","[""symptôme""]","[""sintoma""]","[""sintomo""]","[""objaw_chorobowy""]","[""症状""]","[""gejala"", ""pertanda"", ""tanda""]"
14376188,(psychology) a state of mental or emotional strain or suspense,"[""tension"", ""tenseness"", ""stress""]","[""tensión""]","[""ストレス"", ""ストレッス"", ""テンション"", ""緊張""]","[""pression"", ""tension"", ""tension_électrique""]","[""fadiga"", ""stress"", ""tensão""]","[""stress"", ""tensione""]","[""nerwowość""]","[""不安"", ""压力"", ""紧张"", ""重压""]","[""ketegangan"", ""tekanan""]"
14393161,a mental or personality disturbance not attributable to any known neurological or organic dysfunction,"[""neurosis"", ""neuroticism"", ""psychoneurosis""]","[""neurosis""]","[""ノイローゼ"", ""気の病"", ""神経症"", ""精神神経症""]","[""neuroticisme"", ""névrose""]","[""NEUROSE"", ""neurose"", ""obsessão_neurótica""]","[""neurosi"", ""nevrosi"", ""psiconeurosi"", ""psiconevrosi""]","[""nerwica"", ""neuroza"", ""zaburzenie_nerwicowe""]","[""神经症"", ""神经过敏症""]","[""neurosis"", ""psikoneurosis""]"
14429985,relative status,"[""rank""]","[""antigüedad"", ""categoría"", ""estatus"", ""jerarquía"", ""nivel""]","[""クラス"", ""ランク"", ""レベル"", ""位"", ""位置""]","[""grade""]","[""classe"", ""hierarquia"", ""posição"", ""posto""]","[""carica"", ""grado"", ""titolo""]","[""stopień""]","[""军衔"", ""地位"", ""排列""]","[""eselon"", ""kedudukan"", ""pangkat"", ""peringkat""]"
14437386,the state or quality of being widely honored and acclaimed,"[""fame"", ""celebrity"", ""renown""]","[""fama""]","[""ライムライト"", ""令名"", ""令聞"", ""佳名"", ""名代""]","[""gloire"", ""renom"", ""renommée"", ""réputation""]","[""celebridade"", ""fama"", ""glória"", ""renome""]","[""celebrità"", ""fama"", ""gloria"", ""notorietà"", ""preclarità""]","[""sławność"", ""słynność""]","[""名声"", ""名誉"", ""声望"", ""声誉""]","[""keharuman"", ""kemasyhuran"", ""reputasi"", ""selebriti"", ""tersohor""]"
14441825,the state that exists when one person or group has power over another,"[""dominance"", ""ascendance"", ""ascendence"", ""ascendancy"", ""ascendency""]","[""dominación"", ""dominio"", ""sometimiento"", ""sumisión""]","[""優位"", ""優勢"", ""優越""]","[""ascendance"", ""autorité"", ""contrôle"", ""domination""]","[""domínio"", ""superioridade""]","[""ascendente"", ""controllo"", ""predominio""]","[""dominowanie"", ""górowanie"", ""przeważanie""]","[""优势"", ""优越"", ""俯视"", ""支配"", ""权势""]","[""dominansi"", ""kawalan"", ""kekuasaan"", ""kontrol"", ""menguasai""]"
14449126,a condition requiring relief,"[""need"", ""demand""]","[""necesidad""]","[""デマンド"", ""ニード"", ""入り用"", ""入用"", ""冀求""]","[""besoin"", ""demande""]","[""carência"", ""necessidade""]","[""bisogno"", ""esigenza"", ""necessità"", ""occorrenza""]","[""konieczność"", ""wymóg""]","[""必要"", ""需求"", ""需要""]","[""kebutuhan"", ""keharusan"", ""keinginan"", ""keperluan""]"
14449405,the state of needing something that is absent or unavailable,"[""lack"", ""deficiency"", ""want""]","[""carencia"", ""deficiencia"", ""deseo"", ""escasez""]","[""不足"", ""乏しさ"", ""払底"", ""欠乏"", ""欠如""]","[""absence"", ""carence"", ""défaut"", ""déficience"", ""insuffisance""]","[""ausência"", ""carência"", ""deficiência"", ""escassez"", ""falta""]","[""assenza"", ""carenza"", ""carestia"", ""mancanza"", ""penuria""]","[""brak""]","[""不足"", ""欠缺的事物"", ""没有"", ""短少"", ""缺乏""]","[""defisit"", ""kecacatan"", ""keinginan"", ""kekurangan"", ""kemauan""]"
14483917,a possibility due to a favorable combination of circumstances,"[""opportunity"", ""chance""]","[""ocasión"", ""oportunidad""]","[""チャンス"", ""好機"", ""時"", ""時宜"", ""時機""]","[""chance"", ""occasion"", ""opportunité""]","[""chance"", ""oportunidade""]","[""chance"", ""destro"", ""modo"", ""momento"", ""occasione""]","[""szansa""]","[""机会""]","[""angin"", ""kans"", ""kemungkinan"", ""kesempatan"", ""oportunitas""]"
14512817,the set of facts or circumstances that surround a situation or event,"[""context"", ""circumstance"", ""setting""]","[""circunstancia"", ""contexto""]","[""コンテキスト"", ""コンテクスト"", ""前後関係"", ""周囲の状況"", ""状況""]","[""cadre"", ""circonstance"", ""contexte""]","[""circunstância"", ""contexto""]","[""circostanza"", ""contesto"", ""contingenza""]","[""kontekst"", ""sceneria"", ""sztafaż"", ""tło""]","[""上下文"", ""场合"", ""情况"", ""来龙去脉"", ""环境""]","[""keadaan"", ""kondisi"", ""konteks""]"
14524849,a particular environment or surrounding influence,"[""atmosphere"", ""ambiance"", ""ambience""]","[""ambiente"", ""atmósfera""]","[""アトモスフィア"", ""アトモスフェア"", ""アンビアンス"", ""空気"", ""雰囲気""]","[""ambiance"", ""atmosph"", ""atmosphes"", ""atmosphère"", ""environnement""]","[""ambiência"", ""ar"", ""atmosfera""]","[""atmosfera""]","[""atmosfera"", ""aura"", ""fluid"", ""nastrój""]","[""周围环境"", ""大气"", ""大气圈"", ""大气层"", ""气氛""]","[""suasana""]"
14538472,the state of being certain that adverse effects will not be caused by some agent under defined conditions,"[""safety""]","[""seguridad""]","[""安全"", ""無事""]","[""sécurité""]","[""segurança""]","[""incolumità"", ""sicurezza""]","[""bezpieczeństwo""]","[""保险"", ""安全""]","[""keamanan"", ""kesejahteraan"", ""keselamatan"", ""kesentosaan""]"
14580897,the tangible substance that goes into the makeup of a physical object,"[""material"", ""stuff""]","[""materia"", ""material""]","[""スタッフ"", ""マチエール"", ""マティエール"", ""マテリアル"", ""原料""]","[""matière"", ""matériau""]","[""materiais""]","[""materia"", ""materiale"", ""roba""]","[""materiał"", ""tworzywo""]","[""东西"", ""原料"", ""材料"", ""物料"", ""物质""]","[""bahan"", ""bahan_baku"", ""bahan_mentah"", ""barang_baku"", ""isi""]"
14585519,(nontechnical usage) a tiny piece of anything,"[""atom"", ""molecule"", ""particle"", ""corpuscle"", ""mote""]","[""miaja"", ""partícula"", ""pizca""]","[""かけら"", ""小粒"", ""微塵"", ""微粒"", ""微粒子""]","[""atome"", ""molécule"", ""particule""]","[""partícula"", ""átomo""]","[""atomo"", ""briciolo"", ""bruscolo"", ""grano"", ""molecola""]","[""atom""]","[""一点儿"", ""些微"", ""微粒"", ""微量""]","[""atom"", ""bintik"", ""butir"", ""calit"", ""habuk""]"
14586769,a mixture containing two or more metallic elements or metallic and nonmetallic elements usually fused together or dissolving into each other when molten,"[""alloy"", ""metal""]","[""aleación""]","[""アロイ"", ""合金""]","[""alliage"", ""métal""]","[""Liga_metálica"", ""Ligas_metálicas"", ""liga"", ""ligas_metálicas""]","[""lega""]","[""stop"", ""stop_metali""]","[""合金""]","[""aloi"", ""lakur"", ""pancalogam""]"
14589223,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,"[""solution""]","[""disolución"", ""solución""]","[""溶体"", ""溶液""]","[""solution""]","[""Soluto"", ""soluto"", ""solução""]","[""soluzione""]","[""roztwór""]","[""溶体"", ""溶液""]","[""adunan"", ""larutan""]"
14592610,generic name for certain synthetic or semisynthetic materials that can be molded or extruded into objects or films or filaments or used for making e.g. coatings and adhesives,"[""plastic""]","[""plástico""]","[""プラスチック"", ""プラスティック"", ""可塑性物質"", ""可塑物"", ""合成樹脂""]","[""plastique""]","[""Plastico"", ""Plásticos"", ""plástico""]","[""plastica""]","[""plastik"", ""plastyk"", ""tworzywo_sztuczne""]","[""塑料"", ""塑胶""]","[""plastik""]"
14607521,any of various water-soluble compounds having a sour taste and capable of turning litmus red and reacting with a base to form a salt,"[""acid""]","[""ácido""]","[""アシッド"", ""酸""]","[""acide"", ""aigre""]","[""Ácidos"", ""ácido"", ""ácidos""]","[""acido""]","[""kwas""]","[""酸"", ""酸性物质"", ""酸类""]","[""asam"", ""asid""]"
14619225,(physics and chemistry) the smallest component of an element having the chemical properties of the element,"[""atom""]","[""átomo""]","[""アトム"", ""原子""]","[""atome""]","[""átomo""]","[""atomo""]","[""atom""]","[""原子""]","[""atom""]"
14622893,any of the more than 100 known substances (of which 92 occur naturally) that cannot be separated into simpler substances and that singly or in combination constitute all matter,"[""chemical_element"", ""element""]","[""elemento"", ""elemento_químico""]","[""エレメント"", ""元素"", ""化学元素""]","[""élément"", ""élément_chimique""]","[""elemento_químico""]","[""elemento"", ""elemento_chimico""]","[""pierwiastek"", ""pierwiastek_chemiczny""]","[""元素"", ""化学元素""]","[""unsur""]"
14625458,any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.,"[""metallic_element"", ""metal""]","[""elemento_metálico"", ""metal""]","[""メタル"", ""メタール"", ""金"", ""金属"", ""金属元素""]","[""métal""]","[""Metais"", ""metais"", ""metal""]","[""metallo""]","[""metal""]","[""金属"", ""金属元素""]","[""besi"", ""logam""]"
14627820,a silvery ductile metallic element found primarily in bauxite,"[""aluminum"", ""aluminium"", ""Al"", ""atomic_number_13""]","[""al"", ""aluminio"", ""número_atómico_13""]","[""アルミ"", ""アルミニウム"", ""ニウム"", ""ニュウム"", ""ニューム""]","[""alu"", ""aluminium""]","[""Aluminio"", ""alumínio""]","[""alluminio""]","[""Al"", ""aluminium"", ""glin""]","[""铝""]","[""aluminium""]"
14633206,an abundant nonmetallic tetravalent element occurring in three allotropic forms: amorphous carbon and graphite and diamond; occurs in all organic compounds,"[""carbon"", ""C"", ""atomic_number_6""]","[""carbono""]","[""C"", ""c"", ""カーボン"", ""炭素"", ""Ｃ""]","[""carbone"", ""charbon""]","[""Carbono"", ""carbono""]","[""carbonio""]","[""C"", ""węgiel""]","[""碳""]","[""arang"", ""karbon""]"
14635722,a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor,"[""copper"", ""Cu"", ""atomic_number_29""]","[""cobre""]","[""Cu"", ""cu"", ""あかがね"", ""赤金"", ""銅""]","[""cu"", ""cuivre""]","[""Cobre"", ""cobre""]","[""rame""]","[""Cu"", ""miedź""]","[""铜""]","[""kuprum"", ""tembaga""]"
14637507,a nonmetallic univalent element belonging to the halogens; usually a yellow irritating toxic flammable gas; a powerful oxidizing agent; recovered from fluorite or cryolite or fluorapatite,"[""fluorine"", ""F"", ""atomic_number_9""]","[""flúor""]","[""フッ素""]","[""fluor""]","[""Fluor"", ""flúor""]","[""F"", ""fluoro""]","[""F"", ""fluor""]","[""氟""]","[""fluor"", ""fluorin""]"
14642417,a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood,"[""iron"", ""Fe"", ""atomic_number_26""]","[""hierro""]","[""Fe"", ""fe"", ""鉄""]","[""FE"", ""fer""]","[""Ferro"", ""ferro""]","[""ferro""]","[""Fe"", ""żelazo""]","[""铁""]","[""besi""]"
14648100,a nonmetallic bivalent element that is normally a colorless odorless tasteless nonflammable diatomic gas; constitutes 21 percent of the atmosphere by volume; the most abundant element in the earth's crust,"[""oxygen"", ""O"", ""atomic_number_8""]","[""oxígeno""]","[""O"", ""酸素""]","[""O"", ""oxygène""]","[""Oxigenio"", ""Oxigênio"", ""Oxígênio"", ""oxigénio"", ""oxigênio""]","[""ossigeno""]","[""O"", ""tlen""]","[""氧""]","[""oksigen""]"
14654541,a tetravalent nonmetallic element; next to oxygen it is the most abundant element in the earth's crust; occurs in clay and feldspar and granite and quartz and sand; used as a semiconductor in transistors,"[""silicon"", ""Si"", ""atomic_number_14""]","[""silicio""]","[""シリコン""]","[""SI"", ""silicium""]","[""Silicio"", ""silicone"", ""silício""]","[""silicio""]","[""Si"", ""krzem""]","[""硅""]","[""silikon""]"
14654954,a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography,"[""silver"", ""Ag"", ""atomic_number_47""]","[""plata""]","[""Ag"", ""ag"", ""シルバー"", ""シルヴァー"", ""銀""]","[""ag"", ""argent"", ""ga""]","[""prata""]","[""argento""]","[""Ag"", ""srebro""]","[""银""]","[""argentum"", ""perak""]"
14658855,a silvery malleable metallic element that resists corrosion; used in many alloys and to coat other metals to prevent corrosion; obtained chiefly from cassiterite where it occurs as tin oxide,"[""tin"", ""Sn"", ""atomic_number_50""]","[""estaño""]","[""Sn"", ""sn"", ""スズ"", ""錫"", ""Ｓｎ""]","[""sn"", ""étain""]","[""estanho""]","[""stagno""]","[""Sn"", ""cyna""]","[""锡""]","[""timah"", ""tin""]"
14662574,solid homogeneous inorganic substances occurring in nature having a definite chemical composition,"[""mineral""]","[""mineral""]","[""ミネラル"", ""砿物"", ""鉱物""]","[""minéral""]","[""matéria_mineral"", ""minerais"", ""mineral"", ""minérios""]","[""minerale""]","[""minerał""]","[""矿物"", ""矿质""]","[""galian"", ""logam"", ""mineral""]"
14682133,(physics and chemistry) the simplest structural unit of an element or compound,"[""molecule""]","[""molécula""]","[""分子""]","[""molécule""]","[""molécula""]","[""molecola""]","[""cząsteczka"", ""drobina"", ""molekuła""]","[""分子""]","[""molekul""]"
14686913,a volatile flammable mixture of hydrocarbons (hexane and heptane and octane etc.) derived from petroleum; used mainly as a fuel in internal-combustion engines,"[""gasoline"", ""gasolene"", ""gas"", ""petrol""]","[""gasolina""]","[""ガソリン"", ""ペトロール"", ""揮発油""]","[""essence"", ""gaz""]","[""benzina"", ""gasolina""]","[""benzina"", ""carburante"", ""gasolina"", ""gazolina""]","[""benzyna""]","[""汽油""]","[""bensin"", ""gasolin"", ""petrol""]"
14689493,partially carbonized vegetable matter saturated with water; can be used as a fuel when dried,"[""peat""]","[""turba""]","[""泥炭""]","[""tourbe""]","[""turfa""]","[""torba""]","[""torf""]","[""泥炭"", ""泥煤""]","[""gambut""]"
14702875,cement consisting of a sticky substance that is used as an adhesive,"[""glue"", ""gum"", ""mucilage""]","[""cola"", ""goma"", ""mucílago""]","[""接着剤"", ""糊""]","[""colle"", ""gencive""]","[""cola"", ""colas"", ""materiais_aderentes""]","[""colla"", ""collante"", ""gomma""]","[""klej""]","[""粘合剂"", ""粘性之物"", ""粘胶剂"", ""胶"", ""胶水""]","[""gam"", ""pelekat"", ""perekat""]"
14728724,any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk and legumes,"[""protein""]","[""proteína""]","[""たんぱく質"", ""タンパク"", ""タンパク質"", ""プロティン"", ""プロテイン""]","[""protide"", ""protéine""]","[""Proteina"", ""Proteínas"", ""proteína"", ""proteínas""]","[""proteina"", ""protide""]","[""białko"", ""proteina""]","[""蛋白质""]","[""protein""]"
14732946,any of several complex proteins that are produced by cells and act as catalysts in specific biochemical reactions,"[""enzyme""]","[""enzima""]","[""エンザイム"", ""酵素""]","[""enzyme"", ""enzymes""]","[""Enzimas"", ""enzima"", ""enzimas""]","[""enzima""]","[""enzym"", ""ferment""]","[""酶""]","[""enzim""]"
14759722,an animal skin made smooth and flexible by removing the hair and then tanning,"[""leather""]","[""cuero"", ""piel""]","[""なめし"", ""なめし革"", ""レザー"", ""皮革"", ""革""]","[""cuir"", ""peau""]","[""Couros"", ""couro"", ""pele""]","[""cuoio"", ""pelle""]","[""skóra""]","[""皮"", ""皮革""]","[""kulit""]"
14769160,the residue that remains when something is burned,"[""ash""]","[""ceniza""]","[""アッシュ"", ""木灰"", ""死灰"", ""灰"", ""灰分""]","[""cendre"", ""frêne""]","[""cinza"", ""cinzas""]","[""cenere""]","[""popiół""]","[""灰"", ""灰末"", ""灰烬""]","[""abu"", ""debu""]"
14792703,an essential structural component of living cells and source of energy for animals; includes simple sugars with small molecules as well as macromolecular substances; are classified according to the number of monosaccharide groups they contain,"[""carbohydrate"", ""saccharide"", ""sugar""]","[""azúcar"", ""carbohidrato"", ""glúcido"", ""hidrato_de_carbono"", ""sacarosa""]","[""サッカライド"", ""サッカリド"", ""含水炭素"", ""炭水化物"", ""糖""]","[""Glucide"", ""diholoside"", ""glucide"", ""glucides"", ""hydrates_de_carbone""]","[""Carboidratos"", ""açúcar"", ""carboidrato"", ""hidratos_de_carbono""]","[""carboidrato"", ""glicide"", ""glucide"", ""saccaride""]","[""cukier"", ""sacharyd"", ""węglowodan""]","[""碳水化合物"", ""糖类""]","[""gula"", ""karbohidrat""]"
14802450,an alloy of iron with small amounts of carbon; widely used in construction; mechanical properties can be varied over a wide range,"[""steel""]","[""acero""]","[""スチル"", ""スチール"", ""スティル"", ""スティール"", ""鉄鋼""]","[""acier""]","[""aço""]","[""acciaio""]","[""stal""]","[""钢"", ""钢铁""]","[""baja"", ""besi"", ""keluli""]"
14806838,material produced by or used in a reaction involving changes in atoms or molecules,"[""chemical"", ""chemical_substance""]","[""producto_químico"", ""sustancia_química""]","[""化学品"", ""化学物質"", ""化学薬品""]","[""chimie"", ""chimique"", ""substance""]","[""Química"", ""substância"", ""substância_química"", ""substâncias_químicas""]","[""prodotto_chimico""]","[""substancja_chemiczna""]","[""化学制剂"", ""化学制品"", ""化学品"", ""化学物质"", ""化学药品""]","[""kimia"", ""zat_kimia""]"
